evaluation_id,run_id,step,candidate_id,cr,ci,model_id,driver,degree,channel,alpha,max_iter,score,pearson01,spearman01,mae01,gradient01,spectral01,autocorrelation01,entropy,anisotropy,quantization_index,compression_ratio,escaped_fraction,runtime_ms,accepted,is_best,seed,timestamp,metrics_json
2873,run_1789774700_1967,0,3114,0.08650362666902689,0.6912376186736253,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.811055,0.857434,0.879394,0.60125,0.595749,0.903535,0.998048,0.0,0.099159,0.513333,0.001111,1.0,4.2,0,0,,2026-09-19T02:39:23,
2874,run_1789774700_1967,0,3115,-1.4440243537142858,-0.2637032974218114,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.620175,0.52453,0.641674,0.621243,0.445638,0.552546,0.999181,0.169743,0.015631,0.255556,0.125556,1.0,4.0,0,0,,2026-09-19T02:39:23,
2875,run_1789774700_1967,0,3116,-0.08333308632044067,-0.49578683554016123,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.696417,0.627671,0.881316,0.616265,0.519491,0.738582,0.841004,0.030573,0.055987,0.464444,0.032222,0.983333,4.0,0,0,,2026-09-19T02:39:23,
2876,run_1789774700_1967,0,3117,-0.3504695800541122,-0.05520313493570583,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.839677,0.866762,0.880481,0.737122,0.630869,0.905393,0.999378,0.176524,0.0435,0.4,0.041111,0.807778,4.3,0,0,,2026-09-19T02:39:23,
2877,run_1789774700_1967,0,3118,-0.4767123107703781,-0.8267122510971223,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.780481,0.780021,0.855704,0.606139,0.558345,0.891078,0.991906,0.03536,0.033972,0.421111,0.032222,1.0,4.4,0,0,,2026-09-19T02:39:23,
2878,run_1789774700_1967,0,3119,0.7612440182152334,0.5143228373130058,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.839525,0.893342,0.888406,0.598841,0.72079,0.902078,0.997818,0.0,0.022288,0.68,0.001111,1.0,4.1,0,0,,2026-09-19T02:39:23,
2879,run_1789774700_1967,0,3120,0.9651618572477676,0.26391427184126615,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.824076,0.878711,0.874283,0.598507,0.671798,0.887786,0.996947,0.0,0.0123,0.755556,0.001111,1.0,4.0,0,0,,2026-09-19T02:39:23,
2880,run_1789774700_1967,0,3121,0.5237944922426143,0.8096996623073014,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.839134,0.890422,0.882907,0.599244,0.725452,0.904121,0.998468,0.0,0.032602,0.637778,0.001111,1.0,4.0,0,0,,2026-09-19T02:39:23,
2881,run_1789774700_1967,0,3122,-0.9746473917815421,-0.337661426027576,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.71949,0.687781,0.766984,0.635735,0.52052,0.729406,0.997656,0.287311,0.008518,0.313333,0.161111,1.0,4.8,0,0,,2026-09-19T02:39:23,
2882,run_1789774700_1967,0,3123,-0.9993437199069969,0.6565911047926767,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.740946,0.726116,0.778493,0.614897,0.560199,0.778489,0.997366,0.063097,0.011231,0.326667,0.005556,1.0,3.9,0,0,,2026-09-19T02:39:23,
2883,run_1789774700_1967,0,3124,0.5642559090143302,0.844100875454316,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.83662,0.887074,0.880864,0.599101,0.719415,0.901338,0.998292,0.0,0.029679,0.653333,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:23,
2884,run_1789774700_1967,0,3125,-0.9444131478311408,0.8264094028956148,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.762966,0.766861,0.797835,0.609676,0.571562,0.830877,0.998387,0.012404,0.010945,0.352222,0.01,1.0,3.9,0,0,,2026-09-19T02:39:23,
2885,run_1789774700_1967,0,3126,0.19212360639321302,-0.5730187987092549,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.813586,0.865174,0.884437,0.600869,0.589154,0.908817,0.998672,0.0,0.102714,0.526667,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:23,
2886,run_1789774700_1967,0,3127,-1.0895814368247891,0.4565277165525343,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.709233,0.676749,0.744482,0.620321,0.514232,0.723579,0.997691,0.117984,0.017304,0.301111,0.027778,1.0,4.2,0,0,,2026-09-19T02:39:23,
2887,run_1789774700_1967,0,3128,0.2466897507546646,-0.752921432286549,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.832966,0.890368,0.880475,0.60024,0.680189,0.909356,0.998903,0.0,0.059709,0.551111,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:23,
2888,run_1789774700_1967,0,3129,0.44068094463506613,-0.8757453743976344,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.838777,0.889189,0.880877,0.599405,0.72618,0.904748,0.998654,0.0,0.034587,0.622222,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:23,
2889,run_1789774700_1967,0,3130,-1.1755855364910126,1.1865491483629074,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.726473,0.707289,0.735357,0.605559,0.553823,0.772812,0.996785,0.0,0.023546,0.38,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:23,
2890,run_1789774700_1967,0,3131,-0.553667383795859,0.5121147499354692,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.801856,0.798382,0.863397,0.698845,0.577567,0.88288,0.992381,0.156099,0.03776,0.383333,0.076667,0.86,4.1,0,0,,2026-09-19T02:39:23,
2891,run_1789774700_1967,0,3132,-0.8307946658007423,-0.42027852999551096,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.748686,0.731229,0.803059,0.649341,0.546305,0.776098,0.997725,0.332883,0.008394,0.338889,0.232222,1.0,4.4,0,0,,2026-09-19T02:39:23,
2892,run_1789774700_1967,0,3133,-1.0256113722736635,1.148648365230857,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.749412,0.744675,0.769384,0.605465,0.567418,0.814919,0.997766,0.003127,0.013188,0.384444,0.001111,1.0,4.1,0,0,,2026-09-19T02:39:23,
2893,run_1789774700_1967,0,3134,-0.7044284037751398,-1.0434755255803352,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.782803,0.801224,0.823589,0.605044,0.584032,0.872341,0.998305,0.005697,0.033404,0.411111,0.001111,1.0,4.1,0,0,,2026-09-19T02:39:23,
2894,run_1789774700_1967,0,3135,-0.44580590161573896,0.9884405826363547,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.78498,0.798786,0.847459,0.603777,0.565063,0.88911,0.996477,0.014444,0.035407,0.442222,0.005556,1.0,4.0,0,0,,2026-09-19T02:39:23,
2895,run_1789774700_1967,0,3136,-0.023738906436095553,-0.7175225356382202,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.804924,0.842592,0.876056,0.601928,0.59044,0.896799,0.99662,0.003127,0.113685,0.49,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:23,
2896,run_1789774700_1967,0,3137,-1.0684902916306223,0.1317188730933081,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.657169,0.5849,0.728179,0.58892,0.466129,0.625806,0.997261,0.301369,0.014721,0.318889,0.181111,0.681111,4.4,0,0,,2026-09-19T02:39:23,
2897,run_1789774700_1967,0,3138,0.6947836396269951,-0.23987686326354296,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.846847,0.903004,0.895367,0.599129,0.738844,0.909117,0.998182,0.0,0.027592,0.641111,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:23,
2898,run_1789774700_1967,0,3139,-0.2901496693226129,1.0248694698458258,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.780999,0.789052,0.852963,0.602503,0.556133,0.885426,0.994546,0.008058,0.030716,0.472222,0.005556,1.0,4.3,0,0,,2026-09-19T02:39:23,
2899,run_1789774700_1967,0,3140,0.4204716814725047,0.5880924476392912,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.845721,0.90127,0.888037,0.59978,0.738265,0.911239,0.998703,0.0,0.034179,0.585556,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:23,
2900,run_1789774700_1967,0,3141,-1.3846399435747936,1.0679484166981463,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.686593,0.647742,0.688274,0.606549,0.500278,0.705131,0.997484,0.003127,0.011033,0.343333,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:23,
2901,run_1789774700_1967,0,3142,0.5253254867226813,-0.9716397065294423,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.832899,0.881317,0.875098,0.599064,0.712839,0.898457,0.998343,0.0,0.030153,0.658889,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:23,
2902,run_1789774700_1967,0,3143,0.04383307703967976,-0.98637291403469,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.816057,0.865239,0.866537,0.600652,0.629515,0.902683,0.99893,0.0,0.089111,0.536667,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:23,
2903,run_1789774700_1967,0,3144,-0.6456170066647119,-0.7918218118531022,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.786764,0.799747,0.844061,0.608503,0.576165,0.887516,0.995937,0.051354,0.017378,0.388889,0.005556,1.0,3.9,0,0,,2026-09-19T02:39:23,
2904,run_1789774700_1967,0,3145,0.7030559096988127,-0.7371610087000121,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.834589,0.886145,0.880925,0.598848,0.71122,0.89815,0.997878,0.0,0.02324,0.685556,0.001111,1.0,4.0,0,0,,2026-09-19T02:39:23,
2905,run_1789774700_1967,0,3146,0.5092603250462449,-0.08696508381476864,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.850687,0.908804,0.894628,0.599753,0.749815,0.913813,0.998565,0.0,0.030481,0.581111,0.001111,1.0,4.0,0,0,,2026-09-19T02:39:23,
2906,run_1789774700_1967,0,3147,-0.7380631738291175,0.6596529398160811,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.747716,0.725933,0.821521,0.616216,0.529994,0.816108,0.991047,0.141943,0.018777,0.366667,0.121111,1.0,3.9,0,0,,2026-09-19T02:39:23,
2907,run_1789774700_1967,0,3148,0.6981120480374683,-0.959288173607868,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.822338,0.870137,0.865676,0.598705,0.683104,0.88692,0.997621,0.0,0.020503,0.725556,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:23,
2908,run_1789774700_1967,0,3149,-0.22952167405166746,0.8307370548029762,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.793442,0.816162,0.865555,0.603089,0.571794,0.893976,0.994931,0.010281,0.07811,0.461111,0.001111,1.0,4.2,0,0,,2026-09-19T02:39:24,
2909,run_1789774700_1967,0,3150,-0.5107933561634626,0.02376563949140653,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.785392,0.789803,0.840902,0.699231,0.569796,0.814899,0.994781,0.229574,0.026929,0.374444,0.067778,0.666667,5.0,0,0,,2026-09-19T02:39:24,
2910,run_1789774700_1967,0,3151,-1.294968718171927,-0.3978589607647637,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.65265,0.587052,0.676157,0.617591,0.456443,0.624336,0.998054,0.06991,0.011319,0.274444,0.01,1.0,6.7,0,0,,2026-09-19T02:39:24,
2911,run_1789774700_1967,0,3152,0.2980468671703751,-0.24419618313827418,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.82773,0.891318,0.892522,0.60067,0.626288,0.914387,0.998805,0.0,0.084948,0.537778,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:24,
2912,run_1789774700_1967,0,3153,-0.9221588776897136,1.1875609530997175,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.764809,0.77215,0.787754,0.604606,0.583542,0.83771,0.998198,0.003127,0.018763,0.405556,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:24,
2913,run_1789774700_1967,0,3154,-1.285301491232477,-0.7447734780082282,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.68603,0.637854,0.706125,0.611583,0.511385,0.68319,0.998158,0.010281,0.010319,0.306667,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:24,
2914,run_1789774700_1967,0,3155,0.5264370161339524,0.47627844866743474,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.847566,0.90277,0.891283,0.599524,0.745778,0.910666,0.998569,0.0,0.026883,0.605556,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:24,
2915,run_1789774700_1967,0,3156,-0.6050098886534272,-0.04604415485028546,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.770034,0.769869,0.826964,0.684593,0.548495,0.796149,0.994247,0.237238,0.028673,0.367778,0.067778,0.632222,4.4,0,0,,2026-09-19T02:39:24,
2916,run_1789774700_1967,0,3157,-0.0821790718252342,-1.122195743983086,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.802946,0.842279,0.855472,0.600863,0.599444,0.894886,0.998509,0.0,0.100366,0.527778,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:24,
2917,run_1789774700_1967,0,3158,-0.3717292169361901,-0.44363157512404516,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.778651,0.753821,0.877006,0.670332,0.55899,0.854329,0.97398,0.111277,0.048284,0.408889,0.058889,0.911111,4.0,0,0,,2026-09-19T02:39:24,
2918,run_1789774700_1967,0,3159,0.10353987278928045,-0.14191013673817743,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.678873,0.586925,0.890881,0.604857,0.509603,0.80111,0.741159,0.013752,0.092255,0.487778,0.014444,0.996667,3.8,0,0,,2026-09-19T02:39:24,
2919,run_1789774700_1967,0,3160,-0.8937506462000617,-0.8352784880945394,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.770287,0.779479,0.807079,0.609264,0.577183,0.844123,0.998463,0.02554,0.016059,0.361111,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:24,
2920,run_1789774700_1967,0,3161,-0.5812214173837497,-0.23201967135876644,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.789743,0.79481,0.839504,0.702619,0.577741,0.824461,0.995945,0.228732,0.019126,0.363333,0.067778,0.67,4.4,0,0,,2026-09-19T02:39:24,
2921,run_1789774700_1967,0,3162,-1.2836302235125416,-1.0389448276090336,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.68472,0.646884,0.704815,0.607393,0.474168,0.702509,0.997772,0.0,0.013563,0.343333,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:24,
2922,run_1789774700_1967,0,3163,0.7811054827500996,1.0660643130491947,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.8079,0.849911,0.845893,0.598506,0.658956,0.868998,0.997126,0.0,0.015189,0.802222,0.001111,1.0,4.3,0,0,,2026-09-19T02:39:24,
2923,run_1789774700_1967,0,3164,0.7226867852052306,-1.0418151418813313,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.808141,0.854038,0.847356,0.598617,0.647497,0.873259,0.997479,0.0,0.018397,0.765556,0.001111,1.0,4.0,0,0,,2026-09-19T02:39:24,
2924,run_1789774700_1967,0,3165,-0.5415985554329653,-0.11338958949186573,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.785222,0.789718,0.839091,0.698943,0.569383,0.81617,0.995032,0.230669,0.016693,0.372222,0.067778,0.662222,4.4,0,0,,2026-09-19T02:39:24,
2925,run_1789774700_1967,0,3166,-1.0744062892046922,-1.0378360550745176,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.741401,0.733251,0.760723,0.606984,0.564003,0.791395,0.997486,0.003127,0.015631,0.362222,0.001111,1.0,4.0,0,0,,2026-09-19T02:39:24,
2926,run_1789774700_1967,0,3167,0.4960935909728552,-1.0313884060663827,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.830619,0.877652,0.871533,0.599071,0.709545,0.896181,0.998375,0.0,0.030914,0.658889,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:24,
2927,run_1789774700_1967,0,3168,-1.264221992994961,-0.6181803272306039,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.66606,0.607992,0.697811,0.614028,0.467227,0.650549,0.997467,0.033789,0.010272,0.296667,0.001111,1.0,4.2,0,0,,2026-09-19T02:39:24,
2928,run_1789774700_1967,0,3169,0.7334551796034252,-0.9681845115699662,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.817803,0.865375,0.860367,0.598631,0.670633,0.882628,0.997469,0.0,0.018601,0.742222,0.001111,1.0,4.3,0,0,,2026-09-19T02:39:24,
2929,run_1789774700_1967,0,3170,0.2788927688170486,-0.6004552680570794,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.836498,0.89615,0.885486,0.600336,0.686833,0.911578,0.998837,0.0,0.058878,0.546667,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:24,
2930,run_1789774700_1967,0,3171,-0.8584662222441781,-0.5954528032319948,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.737397,0.717748,0.796199,0.620171,0.53126,0.775814,0.99629,0.172436,0.009172,0.344444,0.138889,1.0,3.9,0,0,,2026-09-19T02:39:24,
2931,run_1789774700_1967,0,3172,-1.472194508584153,0.289954007016878,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.624141,0.530489,0.638715,0.619759,0.459997,0.559038,0.99928,0.141901,0.014588,0.253333,0.094444,1.0,3.9,0,0,,2026-09-19T02:39:24,
2932,run_1789774700_1967,0,3173,-1.3648344764030411,-1.0150758482639295,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.683832,0.643049,0.691114,0.607275,0.490485,0.700456,0.997799,0.0,0.011653,0.333333,0.001111,1.0,4.1,0,0,,2026-09-19T02:39:24,
2933,run_1789774700_1967,0,3174,0.32370218129601325,-0.929356463818755,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.836174,0.886641,0.87486,0.599678,0.718637,0.9047,0.998882,0.0,0.037022,0.592222,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:24,
2934,run_1789774700_1967,0,3175,-1.253787129279676,-0.31365592795888364,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.653955,0.580302,0.684902,0.621258,0.46529,0.623369,0.997715,0.155825,0.030611,0.278889,0.076667,1.0,3.9,0,0,,2026-09-19T02:39:24,
2935,run_1789774700_1967,0,3176,0.3970641043704455,-0.12931171424494492,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.848154,0.908835,0.894549,0.600199,0.730713,0.915495,0.998681,0.0,0.042436,0.555556,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:24,
2936,run_1789774700_1967,0,3177,-1.021882371965273,0.457637896525694,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.720944,0.695429,0.763721,0.622535,0.520201,0.743049,0.997737,0.178339,0.010316,0.311111,0.072222,1.0,4.0,0,0,,2026-09-19T02:39:24,
2937,run_1789774700_1967,0,3178,0.45142461212735174,0.5748817679100444,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.845975,0.901289,0.888637,0.599687,0.739848,0.910849,0.998662,0.0,0.031774,0.592222,0.001111,1.0,4.0,0,0,,2026-09-19T02:39:24,
2938,run_1789774700_1967,0,3179,0.9515282989391971,-0.6485933393820161,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.812818,0.861154,0.856353,0.598443,0.657926,0.874017,0.996793,0.0,0.011324,0.801111,0.001111,1.0,4.2,0,0,,2026-09-19T02:39:24,
2939,run_1789774700_1967,0,3180,-0.22515697075856567,0.672588467583535,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.694204,0.612508,0.872924,0.610083,0.514658,0.775741,0.833774,0.028873,0.207476,0.447778,0.023333,0.993333,3.9,0,0,,2026-09-19T02:39:24,
2940,run_1789774700_1967,0,3181,0.33553347376038123,-0.13130126574460643,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.839167,0.903394,0.892772,0.600513,0.681665,0.915081,0.998759,0.0,0.062066,0.54,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:24,
2941,run_1789774700_1967,0,3182,-0.2663005605968849,-1.0241306085428346,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.796373,0.82615,0.853996,0.602243,0.587404,0.891413,0.997183,0.003127,0.051672,0.475556,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:24,
2942,run_1789774700_1967,0,3183,-1.234672684226543,0.304407405227868,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.658576,0.589569,0.688732,0.622223,0.467099,0.631568,0.998272,0.168791,0.026149,0.282222,0.09,1.0,4.0,0,0,,2026-09-19T02:39:24,
2943,run_1789774700_1967,0,3184,-0.2947198287342139,0.6571701089917086,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.717628,0.642062,0.872075,0.614382,0.520698,0.811171,0.895758,0.062678,0.107363,0.434444,0.054444,0.998889,3.9,0,0,,2026-09-19T02:39:24,
2944,run_1789774700_1967,0,3185,-0.39774913902778986,1.1428481104638546,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.794279,0.823626,0.840876,0.60235,0.595849,0.885372,0.998038,0.003127,0.048344,0.468889,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:24,
2945,run_1789774700_1967,0,3186,-1.3607584160884505,-0.2868967104767315,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.623917,0.524633,0.656176,0.622114,0.454562,0.553462,0.998744,0.183346,0.019862,0.264444,0.107778,1.0,3.9,0,0,,2026-09-19T02:39:24,
2946,run_1789774700_1967,0,3187,0.7717425098754256,-0.40306271313108644,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.840919,0.895744,0.890671,0.598869,0.722528,0.903359,0.997796,0.0,0.02237,0.676667,0.001111,1.0,4.2,0,0,,2026-09-19T02:39:24,
2947,run_1789774700_1967,0,3188,-0.7424869247815766,-0.15185491180310828,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.748171,0.736934,0.807044,0.664132,0.525789,0.767597,0.99502,0.24264,0.018851,0.381111,0.072222,0.618889,4.6,0,0,,2026-09-19T02:39:24,
2948,run_1789774700_1967,0,3189,0.3681499536310142,0.9930582626718791,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.83507,0.883236,0.873837,0.599452,0.721194,0.901822,0.998767,0.0,0.033499,0.612222,0.001111,1.0,4.1,0,0,,2026-09-19T02:39:24,
2949,run_1789774700_1967,0,3190,-0.4674265423570336,-1.1259363000158171,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.790272,0.816206,0.837974,0.602819,0.582954,0.886,0.998392,0.003127,0.038049,0.456667,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:24,
2950,run_1789774700_1967,0,3191,-0.9545422306764462,0.6679257938741994,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.751076,0.743185,0.790068,0.614653,0.565144,0.800766,0.997904,0.06922,0.010858,0.336667,0.005556,1.0,4.0,0,0,,2026-09-19T02:39:24,
2951,run_1789774700_1967,0,3192,-1.225709992590473,-0.6795106331050828,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.681073,0.629775,0.714415,0.61336,0.489206,0.676622,0.997262,0.033789,0.011446,0.305556,0.005556,1.0,4.3,0,0,,2026-09-19T02:39:24,
2952,run_1789774700_1967,0,3193,-0.9215734946134813,-0.28217651476224503,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.719303,0.68307,0.766828,0.654576,0.519159,0.719126,0.997214,0.336374,0.007809,0.317778,0.181111,1.0,4.5,0,0,,2026-09-19T02:39:24,
2953,run_1789774700_1967,0,3194,-0.28178883145531985,-1.1096240606207994,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.792182,0.818639,0.848671,0.601916,0.579939,0.888641,0.99765,0.003127,0.063565,0.488889,0.001111,1.0,4.6,0,0,,2026-09-19T02:39:24,
2954,run_1789774700_1967,0,3195,0.5460582404070746,0.24922719878903044,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.850658,0.907519,0.894734,0.599584,0.752447,0.913159,0.998596,0.0,0.027052,0.596667,0.001111,1.0,4.3,0,0,,2026-09-19T02:39:24,
2955,run_1789774700_1967,0,3196,-0.5190405532484321,1.1689306884682693,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.786359,0.809054,0.831763,0.602855,0.580359,0.88099,0.998004,0.003127,0.041539,0.457778,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:24,
2956,run_1789774700_1967,0,3197,-0.6298355710046425,-0.09167677853775347,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.7672,0.765366,0.824061,0.681959,0.546052,0.79254,0.994443,0.237454,0.025214,0.368889,0.067778,0.631111,4.5,0,0,,2026-09-19T02:39:24,
2957,run_1789774700_1967,0,3198,-0.4229671137672151,0.8625889895634471,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.777563,0.773678,0.85567,0.604964,0.551862,0.890619,0.991178,0.025887,0.060138,0.431111,0.014444,1.0,4.2,0,0,,2026-09-19T02:39:24,
2958,run_1789774700_1967,0,3199,-0.17253482061012604,0.7239241521251121,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.683539,0.599184,0.871744,0.605254,0.512528,0.784065,0.784697,0.013752,0.295074,0.464444,0.012222,0.997778,4.5,0,0,,2026-09-19T02:39:24,
2959,run_1789774700_1967,0,3200,-1.112166265920966,1.19886022492622,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.742501,0.733744,0.751057,0.605164,0.577353,0.796204,0.997323,0.0,0.01509,0.384444,0.001111,1.0,4.1,0,0,,2026-09-19T02:39:24,
2960,run_1789774700_1967,0,3201,-0.06937473132556105,0.6370466108490549,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.706749,0.60642,0.877826,0.604179,0.512667,0.819302,0.886989,0.015073,0.127317,0.475556,0.018889,0.998889,3.9,0,0,,2026-09-19T02:39:24,
2961,run_1789774700_1967,0,3202,0.055486566256854886,0.14511862934797048,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.682527,0.60716,0.890586,0.61048,0.514278,0.753349,0.769555,0.023321,0.217119,0.48,0.018889,0.99,3.9,0,0,,2026-09-19T02:39:24,
2962,run_1789774700_1967,0,3203,0.29355392928358226,-1.1115208094885043,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.830264,0.876107,0.867497,0.599492,0.710382,0.898682,0.998861,0.0,0.036024,0.615556,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:24,
2963,run_1789774700_1967,0,3204,0.22780020425708836,0.37154222328345066,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.785837,0.785244,0.889554,0.601099,0.539828,0.903218,0.996476,0.003127,0.140747,0.524444,0.005556,1.0,3.9,0,0,,2026-09-19T02:39:24,
2964,run_1789774700_1967,0,3205,-0.5030348668745475,1.1989746171745617,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.790387,0.817254,0.830745,0.60254,0.594652,0.880853,0.998365,0.0,0.04119,0.465556,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:24,
2965,run_1789774700_1967,0,3206,0.6325705081028525,1.1453355630597872,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.811455,0.856041,0.850286,0.598685,0.658914,0.877417,0.997661,0.0,0.021181,0.744444,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:24,
2966,run_1789774700_1967,0,3207,-0.09064343852811119,0.52637739872752,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.691442,0.615174,0.880498,0.61178,0.515172,0.735279,0.841594,0.025887,0.07276,0.464444,0.023333,0.99,4.0,0,0,,2026-09-19T02:39:25,
